"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2009","Czechia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","53 341",""
"2009","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","54 531",""
"2009","Denmark","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 687",""
"2009","Denmark","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","27 844",""
"2009","Germany (until 1990 former territory of the FRG)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","854 544",""
"2009","Germany (until 1990 former territory of the FRG)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","404 969",""
"2009","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","449 575",""
"2009","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","16 099",""
"2009","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","8 010",""
"2009","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 089",""
"2009","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","28 380",""
"2009","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 727",""
"2009","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13 653",""
"2009","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","108 316",""
"2009","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","57 015",""
"2009","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 301",""
"2009","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","384 933",""
"2009","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","199 095",""
"2009","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","185 838",""
"2009","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","547 779",""
"2009","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","279 336",""
"2009","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","268 443",""
"2009","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","537 197",""
"2009","France (metropolitan)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","273 461",""
"2009","France (metropolitan)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","263 736",""
"2009","Croatia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","52 414",""
"2009","Croatia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 019",""
"2009","Croatia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","26 395",""
"2009","Italy","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","588 438",""
"2009","Italy","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","286 619",""
"2009","Italy","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","301 819",""
"2009","Cyprus","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","5 182",""
"2009","Cyprus","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 780",""
"2009","Cyprus","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 402",""
"2009","Latvia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","29 920",""
"2009","Latvia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 552",""
"2009","Latvia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","15 368",""
"2009","Lithuania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","42 032",""
"2009","Lithuania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","21 828",""
"2009","Lithuania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","20 204",""
"2009","Luxembourg","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 530",""
"2009","Luxembourg","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 730",""
"2009","Luxembourg","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 800",""
"2009","Hungary","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","130 414",""
"2009","Hungary","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","66 324",""
"2009","Hungary","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","64 090",""
"2009","Malta","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 222",""
"2009","Malta","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 673",""
"2009","Malta","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 549",""
"2009","Netherlands","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","134 235",""
"2009","Netherlands","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","65 365",""
"2009","Netherlands","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","68 870",""
"2009","Austria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","77 381",""
"2009","Austria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","36 630",""
"2009","Austria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","40 751",""
"2009","Poland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","384 940",""
"2009","Poland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","203 826",""
"2009","Poland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","181 114",""
"2009","Portugal","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 964",""
"2009","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","53 691",""
"2009","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 273",""
"2009","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","257 213",""
"2009","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","137 550",""
"2009","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","119 663",""
"2009","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 750",""
"2009","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 293",""
"2009","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 457",""
"2009","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","52 913",""
"2009","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","27 446",""
"2009","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 467",""
"2009","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","49 904",""
"2009","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","25 152",""
"2009","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","24 752",""
"2009","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","90 177",""
"2009","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","43 753",""
"2009","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","46 424",""
"2009","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","2 002",""
"2009","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 033",""
"2009","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","969",""
"2009","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 342",""
"2009","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","19 864",""
"2009","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 478",""
"2009","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","62 431",""
"2009","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","30 012",""
"2009","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","32 419",""
"2009","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","559 617",""
"2009","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","270 804",""
"2009","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","288 813",""
"2009","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","19 060",""
"2009","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","10 040",""
"2009","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 020",""
"2009","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2009","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2009","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2010","European Union - 27 countries (from 2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 344 776","e"
"2010","European Union - 27 countries (from 2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 177 482","e"
"2010","European Union - 27 countries (from 2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 167 293","e"
"2010","European Union - 28 countries (2013-2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 906 442","e"
"2010","European Union - 28 countries (2013-2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 448 427","e"
"2010","European Union - 28 countries (2013-2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 458 014","e"
"2010","Belgium","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","105 152",""
"2010","Belgium","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","52 066",""
"2010","Belgium","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","53 086",""
"2010","Bulgaria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","110 165",""
"2010","Bulgaria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","57 641",""
"2010","Bulgaria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 524",""
"2010","Czechia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","106 844",""
"2010","Czechia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","54 150",""
"2010","Czechia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 694",""
"2010","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2010","Denmark","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2010","Denmark","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","858 768",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","409 022",""
"2010","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","449 746",""
"2010","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","15 780",""
"2010","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","7 755",""
"2010","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 025",""
"2010","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","27 565",""
"2010","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 060",""
"2010","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13 505",""
"2010","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","109 084",""
"2010","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","56 480",""
"2010","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 604",""
"2010","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","382 047",""
"2010","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","198 121",""
"2010","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","183 926",""
"2010","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","552 571",""
"2010","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","282 195",""
"2010","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","270 376",""
"2010","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","539 078",""
"2010","France (metropolitan)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","274 598",""
"2010","France (metropolitan)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","264 480",""
"2010","Croatia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","52 096",""
"2010","Croatia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","25 683",""
"2010","Croatia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","26 413",""
"2010","Italy","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","584 615",""
"2010","Italy","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","285 068",""
"2010","Italy","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","299 547",""
"2010","Cyprus","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","5 094",""
"2010","Cyprus","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 722",""
"2010","Cyprus","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 372",""
"2010","Latvia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","30 074",""
"2010","Latvia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 585",""
"2010","Latvia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","15 489",""
"2010","Lithuania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","42 120",""
"2010","Lithuania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","21 536",""
"2010","Lithuania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","20 584",""
"2010","Luxembourg","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 621",""
"2010","Luxembourg","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 810",""
"2010","Luxembourg","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 811",""
"2010","Hungary","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","130 456",""
"2010","Hungary","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","65 137",""
"2010","Hungary","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","65 319",""
"2010","Malta","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 010",""
"2010","Malta","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 489",""
"2010","Malta","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 521",""
"2010","Netherlands","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","136 058",""
"2010","Netherlands","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","65 977",""
"2010","Netherlands","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","70 081",""
"2010","Austria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","77 199",""
"2010","Austria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","36 692",""
"2010","Austria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","40 507",""
"2010","Poland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","378 478",""
"2010","Poland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","199 833",""
"2010","Poland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","178 645",""
"2010","Portugal","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","106 242",""
"2010","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","54 413",""
"2010","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 828",""
"2010","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","259 723",""
"2010","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","137 957",""
"2010","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","121 766",""
"2010","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 609",""
"2010","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 292",""
"2010","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 317",""
"2010","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","53 445",""
"2010","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","27 645",""
"2010","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 800",""
"2010","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","50 910",""
"2010","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","25 547",""
"2010","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 363",""
"2010","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","90 519",""
"2010","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","43 919",""
"2010","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","46 600",""
"2010","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2010","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2010","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2010","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 442",""
"2010","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","19 976",""
"2010","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 466",""
"2010","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","62 649",""
"2010","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","30 283",""
"2010","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","32 366",""
"2010","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","561 666",""
"2010","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","270 945",""
"2010","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","290 721",""
"2010","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","19 113",""
"2010","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","10 168",""
"2010","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 945",""
"2010","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","12 139",""
"2010","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","6 551",""
"2010","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","5 588",""
