"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2003","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","56 226",""
"2003","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 922",""
"2003","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","266 573",""
"2003","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","142 709",""
"2003","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","123 864",""
"2003","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","19 451",""
"2003","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","10 075",""
"2003","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 376",""
"2003","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","52 230",""
"2003","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","27 702",""
"2003","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","24 528",""
"2003","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","49 033",""
"2003","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","23 935",""
"2003","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 098",""
"2003","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","93 003",""
"2003","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","45 362",""
"2003","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","47 641",""
"2003","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1 826",""
"2003","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","901",""
"2003","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","925",""
"2003","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","42 550",""
"2003","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","20 595",""
"2003","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 955",""
"2003","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","63 070",""
"2003","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","30 285",""
"2003","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","32 785",""
"2003","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","612 085",""
"2003","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","289 185",""
"2003","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","322 900",""
"2003","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 006",""
"2003","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 832",""
"2003","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 174",""
"2003","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17 965",""
"2003","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","10 012",""
"2003","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","7 953",""
"2004","European Union - 27 countries (from 2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 236 137","e"
"2004","European Union - 27 countries (from 2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 136 859","e"
"2004","European Union - 27 countries (from 2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 099 275","e"
"2004","European Union - 28 countries (2013-2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 820 928","e"
"2004","European Union - 28 countries (2013-2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 415 777","e"
"2004","European Union - 28 countries (2013-2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 405 148","e"
"2004","Belgium","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","101 256",""
"2004","Belgium","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","50 368",""
"2004","Belgium","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","50 885",""
"2004","Bulgaria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","110 110",""
"2004","Bulgaria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","59 256",""
"2004","Bulgaria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","50 854",""
"2004","Czechia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","107 177",""
"2004","Czechia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","54 190",""
"2004","Czechia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 987",""
"2004","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","55 637",""
"2004","Denmark","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","27 372",""
"2004","Denmark","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","28 265",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","818 271",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","383 388",""
"2004","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","434 883",""
"2004","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17 685",""
"2004","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 067",""
"2004","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 618",""
"2004","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","28 665",""
"2004","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 801",""
"2004","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13 864",""
"2004","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 942",""
"2004","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","55 084",""
"2004","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","49 858",""
"2004","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","371 934",""
"2004","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","194 928",""
"2004","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","177 006",""
"2004","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","519 441",""
"2004","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","268 653",""
"2004","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","250 788",""
"2004","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","509 419",""
"2004","France (metropolitan)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","263 076",""
"2004","France (metropolitan)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","246 343",""
"2004","Croatia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","49 756",""
"2004","Croatia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","25 307",""
"2004","Croatia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","24 449",""
"2004","Italy","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2004","Italy","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2004","Italy","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2004","Cyprus","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","5 225",""
"2004","Cyprus","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 825",""
"2004","Cyprus","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 400",""
"2004","Latvia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","32 041",""
"2004","Latvia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","15 902",""
"2004","Latvia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","16 139",""
"2004","Lithuania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 340",""
"2004","Lithuania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","21 867",""
"2004","Lithuania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","19 473",""
"2004","Luxembourg","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 424",""
"2004","Luxembourg","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 725",""
"2004","Luxembourg","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 699",""
"2004","Hungary","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","132 492",""
"2004","Hungary","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","68 381",""
"2004","Hungary","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","64 111",""
"2004","Malta","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","2 999",""
"2004","Malta","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 491",""
"2004","Malta","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 508",""
"2004","Netherlands","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","136 553",""
"2004","Netherlands","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","66 359",""
"2004","Netherlands","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","70 194",""
"2004","Austria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","74 292",""
"2004","Austria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","34 616",""
"2004","Austria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","39 676",""
"2004","Poland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","363 522",""
"2004","Poland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","194 687",""
"2004","Poland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","168 835",""
"2004","Portugal","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","102 371",""
"2004","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","53 470",""
"2004","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","48 901",""
"2004","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","258 890",""
"2004","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","138 440",""
"2004","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","120 450",""
"2004","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 523",""
"2004","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 480",""
"2004","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 043",""
"2004","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","51 852",""
"2004","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","27 304",""
"2004","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","24 548",""
"2004","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","47 757",""
"2004","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","23 878",""
"2004","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","23 879",""
"2004","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","91 085",""
"2004","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","44 194",""
"2004","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","46 891",""
"2004","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1 824",""
"2004","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","963",""
"2004","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","861",""
"2004","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 257",""
"2004","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","20 025",""
"2004","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 232",""
"2004","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","60 180",""
"2004","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","28 991",""
"2004","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","31 189",""
"2004","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","584 791",""
"2004","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","278 918",""
"2004","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","305 873",""
"2004","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17 949",""
"2004","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 652",""
"2004","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 297",""
"2004","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17 748",""
"2004","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 949",""
"2004","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","7 799",""
"2005","European Union - 27 countries (from 2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 311 512","e"
"2005","European Union - 27 countries (from 2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 168 057","e"
"2005","European Union - 27 countries (from 2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 143 455","e"
"2005","European Union - 28 countries (2013-2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 894 464","e"
"2005","European Union - 28 countries (2013-2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 445 399","e"
"2005","European Union - 28 countries (2013-2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 449 065","e"
"2005","Belgium","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","102 934",""
"2005","Belgium","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","50 949",""
"2005","Belgium","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 985",""
"2005","Bulgaria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","113 374",""
"2005","Bulgaria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","60 761",""
"2005","Bulgaria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 613",""
"2005","Czechia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","107 938",""
"2005","Czechia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","54 072",""
"2005","Czechia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","53 866",""
"2005","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","54 712",""
"2005","Denmark","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 653",""
"2005","Denmark","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","28 059",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","830 226",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","388 554",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","441 672",""
"2005","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17 316",""
"2005","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","8 834",""
"2005","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 482",""
"2005","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","28 260",""
"2005","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 412",""
"2005","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13 848",""
"2005","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 506",""
"2005","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","55 030",""
"2005","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","49 476",""
"2005","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","387 355",""
"2005","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","201 769",""
"2005","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","185 586",""
"2005","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","538 186",""
"2005","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","276 553",""
"2005","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","261 633",""
"2005","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","527 516",""
"2005","France (metropolitan)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","270 630",""
"2005","France (metropolitan)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","256 886",""
"2005","Croatia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","51 790",""
"2005","Croatia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","26 066",""
"2005","Croatia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 724",""
"2005","Italy","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2005","Italy","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2005","Italy","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2005","Cyprus","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","5 425",""
"2005","Cyprus","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 833",""
"2005","Cyprus","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 592",""
"2005","Latvia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","32 809",""
"2005","Latvia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","16 632",""
"2005","Latvia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","16 177",""
"2005","Lithuania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","43 799",""
"2005","Lithuania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","23 384",""
"2005","Lithuania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","20 415",""
"2005","Luxembourg","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 481",""
"2005","Luxembourg","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 667",""
"2005","Luxembourg","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 814",""
"2005","Hungary","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","135 732",""
"2005","Hungary","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","69 781",""
"2005","Hungary","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","65 951",""
"2005","Malta","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","3 130",""
"2005","Malta","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","1 576",""
"2005","Malta","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","1 554",""
"2005","Netherlands","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","136 402",""
"2005","Netherlands","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","66 362",""
"2005","Netherlands","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","70 040",""
"2005","Austria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","75 189",""
"2005","Austria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","34 986",""
"2005","Austria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","40 203",""
"2005","Poland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","368 285",""
"2005","Poland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","196 786",""
"2005","Poland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","171 499",""
"2005","Portugal","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","107 839",""
"2005","Portugal","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","55 753",""
"2005","Portugal","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 086",""
"2005","Romania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","262 101",""
"2005","Romania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","138 461",""
"2005","Romania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","123 640",""
"2005","Slovenia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 825",""
"2005","Slovenia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 413",""
"2005","Slovenia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","9 412",""
"2005","Slovakia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","53 475",""
"2005","Slovakia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","28 151",""
"2005","Slovakia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 324",""
"2005","Finland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","47 751",""
"2005","Finland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","23 965",""
"2005","Finland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","23 786",""
"2005","Sweden","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","91 775",""
"2005","Sweden","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","44 828",""
"2005","Sweden","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","46 947",""
"2005","Iceland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","1 837",""
"2005","Iceland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","944",""
"2005","Iceland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","893",""
"2005","Norway","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","41 152",""
"2005","Norway","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","20 065",""
"2005","Norway","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","21 087",""
"2005","Switzerland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","61 124",""
"2005","Switzerland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","29 708",""
"2005","Switzerland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","31 416",""
"2005","United Kingdom","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","582 952",""
"2005","United Kingdom","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","277 342",""
"2005","United Kingdom","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","305 610",""
"2005","North Macedonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","18 406",""
"2005","North Macedonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","9 815",""
"2005","North Macedonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 591",""
"2005","Albania","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2005","Albania","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2005","Albania","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98",":",""
"2006","European Union - 27 countries (from 2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 224 795",""
"2006","European Union - 27 countries (from 2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 130 056",""
"2006","European Union - 27 countries (from 2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 094 739",""
"2006","European Union - 28 countries (2013-2020)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","4 797 019",""
"2006","European Union - 28 countries (2013-2020)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","2 404 257",""
"2006","European Union - 28 countries (2013-2020)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","2 392 762",""
"2006","Belgium","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","100 102",""
"2006","Belgium","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","49 575",""
"2006","Belgium","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","50 527",""
"2006","Bulgaria","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","113 438",""
"2006","Bulgaria","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","60 503",""
"2006","Bulgaria","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","52 935",""
"2006","Czechia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 440",""
"2006","Czechia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","52 705",""
"2006","Czechia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","51 735",""
"2006","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","55 218",""
"2006","Denmark","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","27 013",""
"2006","Denmark","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","28 205",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","821 627",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","385 940",""
"2006","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","435 687",""
"2006","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17 316",""
"2006","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","8 853",""
"2006","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8 463",""
"2006","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","28 482",""
"2006","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14 602",""
"2006","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13 880",""
"2006","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104 968",""
"2006","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","54 951",""
"2006","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","50 017",""
"2006","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","371 478",""
"2006","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","194 154",""
"2006","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","177 324",""
"2006","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","526 566",""
"2006","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","271 406",""
"2006","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","255 160",""
"2006","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","515 952",""
"2006","France (metropolitan)","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","265 458",""
"2006","France (metropolitan)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","250 494",""
"2006","Croatia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","50 378",""
"2006","Croatia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","25 329",""
"2006","Croatia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","25 049",""
"2006","Italy","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","558 614",""
